book_id,book_name
13220," Cloud Native分布式架构原理与实践"
13221," SOLIDWORKS 2016中文版机械设计从入门到精通"
13222," 数据结构实践教程（配光盘）（普通高校本科计算机专业特色教材精选·算法与程序设计）"
13223," 智能物联网的存储器设计与实现"
13224," React设计模式与最佳实践"
13225," R语言与现代统计方法"
13226," 学习机器翻译"
13227," 精通Verilog HDL：IC设计核心技术实例详解"
13228," 架构探险：从零开始写分布式服务框架"
13229," Visual C#2013 从零开始学"
13230," HTTP抓包实战"
13231," BYOB创意编程 ——Scratch扩展版教程（配光盘）（青少年科技创新丛书）"
13232," Altium Designer原理图与PCB设计"
13233," 第4版 版 高校awk编程 正版 罗宾斯 9787564159122"
13234," 征服Ajax Web 2.0快速入门与项目实践（含盘一张）（.NET）"
13235," 汇编语言与接口技术学习指导典型题解(新版)(21世纪大学生课程)"
13236," 精讲多练MATLAB"
13237," 高级语言程序设计学习指导"
13238," MATLAB教程及实训 第3版"
13239," 需求驱动的可信软件过程"
13240," 新手学Photoshop CC"
13241," 时尚编程500例"
13242," SAP Web Dynpro For JAVA开发技术详解 俞陈霄 机械工业出版社 9787111581772"
13243," 单片机综合实训教程——IAP15W4K58S4"
13244," 云落谁家？OpenStack基于场景的架构设计实践"
13245," UML技术及应用——普通高等教育十五国家级规划教材"
13246," Docker数据中心及其内核技术"
13247," CMDB分步构建指南"
13248," Animate CC 2018动画制作案例教程"
13249," 第九区：慈爱的机器"
13250," 信息基础知识/智慧林业培训丛书"
13251," 程序设计实践教程(C语言描述)（21世纪高等学校规划教材计算机应用）"
13252," Raspberry Pi开发实战"
13253," 七周七Web开发框架"
13254," 操作系统实用教程：螺旋方法"
13255," 西门子PLC高级应用实例精解"
13256," 15天学会jQuery编程与实战(视频教学版) 刘鑫 清华大学出版社 9787302475958"
13257," 正版 算法(第4版)4版 图灵程序设计丛书计算机程序设计编程算法导"
13258," Windows CE应用程序设计"
13259," Windows环境下的设备驱动程序设计"
13260," 妙解Hibernate 3.x——叩响面向对象思想之门(含光盘1张)"
13261," 前端函数式攻城指南"
13262," 大前端入门指南"
13263," 【正版现货】深入浅出STM8单片机入门、进阶与应用实例 龙顺宇著 9787512421950 北京航空航天大学出版社"
13264," 单片机应用技术项目式教程（C语言版）"
13265," MATLAB建模与仿真实用教程"
13266," 剑指Offer名企面试官精讲典型编程题 第2版 新增大量面试题 程序员面试宝典 offer企业面试题大全 编程面试书"
13267," 使用C#开发搜索引擎(第2版)"
13268," Xilinx FPGA权威设计指南——Vivado 2014集成开发环境"
13269," 精通JBoss：EJB与Web Services开发精解(含CD—ROM光盘一张)"
13270," MATLAB图像处理编程与应用（货号：A2) 9787111461371 机械工业出版社 张涛齐永奇作"
13271," 可编程控制器应用技术（欧姆龙CPM1A型）（高等职业教育电类专业规划教材——电子信息工程技术系列）"
13272," MATLAB函数速查手册"
13273," 【套装3本】平面设计书籍ps教程ai教程书cdr视频教程完全自学adobe Photoshop cc Illustra"
13274," 在Arduino帮助下掌握微控制器 第2版（影印版）"
13275," 单片机与嵌入式系统原理及应用"
13276," 基于随机过程理论的多状态系统建模与可靠性评估 王丽英,崔利荣 科学出版社 9787030553812"
13277," 程序员的自我修养—链接、装载与库（ 网易云风力荐：莫到用时再读书！）"
13278," Sybase PowerJ编程指南——SYBASE最新产品技术系列丛书"
13279," SSH框架整合实战教程"
13280," 架构整洁之道"
13281," 决战618：探秘京东技术取胜之道（全彩）"
13282," 工业机器人离线编程与仿真技术（RobotStudio）"
13283," VIP——梦断代码"
13284," IEC 61131-3编程语言及应用基础"
13285," SAS Viya 潘红莲 杨光辉 张涛 夏坤庄 机械工业出版社 9787111578895"
13286," MongoDB参考手册（影印版）"
13287," 【正版现货】虚拟仪器设计与LabVIEW编程 王英 9787512423534 北京航空航天大学出版社"
13288," 【正版直发】引导型教练：提升能力并达成持续性效果的工具箱 (美)Dale Schwarz(黛尔·施瓦茨),Anne D"
13289," IT项目管理"
13290," 物联网系统开发：树莓派JavaScript编程指南"
13291," 数值计算方法"
13292," Mastercam应用技巧"
13293," Gtk+程序设计(C语言版)"
13294," IDA Pro权威指南(第2版)(IDA Pro开发者亲自推荐,逆向工程师的必备手册)"
13295," 面向对象程序设计（高等学校计算机专业教材精选·算法与程序设计）"
13296," VIP——编写有效用例"
13297," TensorFlow学习指南：深度学习系统构建详解 [以]汤姆·奥普 机械工业出版社 9787111600725"
13298," Unity 3D实战核心技术详解"
13299," 经典创意UI:Photoshop移动与网页UI电商设计 刘畅 9787113232535"
13300," 计算机辅助翻译实践"
13301," Hadoop基础教程"
13302," 单片机原理与接口技术（C语言版）"
13303," 计算机组成原理课程设计"
13304," 贝叶斯思维 统计建模的Python学习法 [美]Allen B.Downey,许杨毅 9787115384287 人民"
13305," 代码里的世界观 通往架构师之路"
13306," Photoshop 网站UI设计(第2版) 张晨起 机械工业出版社 9787111588825"
13307," SaltStack技术入门与实战"
13308," jQuery从零开始学"
13309," VisualFoxpro程序设计教程"
13310," UNIX和shell程序设计权威教程"
13311," 数字逻辑基础与Verilog硬件描述语言"
13312," Matlab程序设计及应用"
