book_id,book_name
1220," PHP网站开发技术 朱珍,张琳霞 电子工业出版社"
1221," 21天学通PHP（第2版）(含DVD光盘1张)"
1222," PHP动态网站开发(第2版) 赵增敏 电子工业出版社"
1223," OpenCV算法精解基于Python与C++ +图像处理、分析与机器视觉（第4版）"
1224," PHP WEB程序设计 李华平,孙双林 重庆大学出版社"
1225," 项目驱动式PHP动态网站开发实训教程"
1226," PHP动态网站程序设计 唐四薪肖望喜唐琼 人民邮电出版社"
1227," 细说PHP（第2版）(含DVD光盘1张)"
1228," PHP网络编程技术详解(配光盘)(网站开发非常之旅) 葛丽萍 清华大学出版社"
1229," PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署+Spark大数据分析技术与实战"
1230," PHP编程 第三版(影印版) (美)塔特罗,(加)麦金太尔,(丹)勒多夫 东南大学出版社"
1231," 细说PHP(含DVD光盘1张)"
1232," 实战突击：PHP项目开发案例整合(第2版)(含DVD光盘1张) 徐康明,辛洪郁著 电子工业出版社"
1233," PHP编程新手自学手册"
1234," VIP-PHP Web开发学习实录(配光盘)(Web程序员成功之路) 崔群法,李立新,张钦著 清华大学出版社"
1235," 深入体验PHP项目开发（配光盘）（开发日记）"
1236," PHP从零基础到项目实战(微课视频版)Web开发 未来科技 水利水电出版社"
1237," Verilog HDL数字系统设计及实践+数字逻辑与Verilog设计"
1238," PHP动态网页设计与制作案例教程 房爱莲著 北京大学出版社"
1239," 细说PHP（精要版）(含DVD光盘1张)（《细说PHP（第2版）》的精华内容，都是PHP开发中必须需要掌握的技术点！）"
1240," PHP&MySQL实战手册(第二版) 9787512352391 [美]布雷特 麦克劳克林(Brett McLaugh"
1241," STM32库开发实战指南 基于STM32F103(第2版)/STM32嵌入式系统设计开发教程书籍/stm32微控制器编"
1242," PHP+MySQL开发实例教程 《国家人力资源和社会保障部、国家工业和信息化部信息 中国电力出版社"
1243," Learning PHP,MySQL,JavaScript和CSS（第二版）"
1244," 网络数据库技术PHP+MYSQL(第二版) 李刚著 北京大学出版社"
1245," PHP核心技术与最佳实践"
1246," LAMP(PHP)程序设计 曾棕根著 北京大学出版社"
1247," 企业微信公众平台开发实战：再小的个体也有自己微信公众平台开发教程/微信开发/电子商务+高性能电子商务平台构建"
1248," 名师讲坛——PHP开发实战指南 张恩民 清华大学出版社"
1249," VIP——PHP典型模块与项目实战大全(含DVD光盘1张)"
1250," PHP Web开发实用教程 曾俊国 清华大学出版社"
1251," PHP项目开发案例全程实录（第2版）（配光盘）（软件项目开发全程实录丛书）"
1252," 妇幼保健质量与安全管理——儿童保健 正版 罗荣、金曦 9787117278393"
1253," PHP基础与案例开发详解（配光盘）（软件开发新课堂）"
1254," 新版 用户体验要素 以用户为中心的产品设计 原书第2版 加瑞特 产品设计教程 ui设计教程 交互设计视觉设计 洞察 用"
1255," 全国高等职业教育“十二五”计算机类专业规划教材 PHP+MySQL项目开发实例教程"
1256," Modern PHP（中文版）"
1257," SpringBoot揭秘：快速构建微服务体系+SQL优化*实践"
1258," PHP从入门到精通（第4版）"
1259," PHP程序设计高级教程"
1260," 跟兄弟连学PHP"
1261," PHP必须知道的300个问题"
1262," PHP网络编程学习笔记(含光盘1张) 9787121055010 宗杰,马国强,刘冉 电子工业出版社"
1263," PHP快速入门及项目实战"
1264," PHP和MySQL Web开发学习指南"
1265," PHP动态网页设计与制作案例教程"
1266," 嵌入式实时操作系统原理与*实践/计算机操作系统书籍/嵌入式操作系统/专科/本科/辅导教材+STM32嵌入式系统开发实战"
1267," 网络数据库技术PHP+MYSQL(第二版)"
1268," 学习PHP & MySQL，第2版（影印版）"
1269," PHP+MariaDB Web开发从入门到精通"
1270," PHP开发实战1200例（第Ⅰ卷）"
1271," PHP网站开发实战项目式教程"
