book_id,book_name
42220," 信息系统监理师教程+信息系统监理师考试全程指导 全2册 信息系统项目管理师教材用书 **计算机技术与软件专业技术资格考"
42221," 初中九年级上册世界历史四川教育出版社+中华书局+人教版历史课本教材教科书全套3本.义务教育教科书"
42222," 精通Python自然语言处理 python自然语言处理开发教程书 python自然语言编程指南 python程序设计"
42223," excel书籍 竞争力:玩转职场Excel从此不加班 excel自学入门零基础 函数公式图表数据分析处理 表格制作ex"
42224," 机器学习实战+深度学习 全2册 计算机电脑程序设计开发书籍 人工智能开机器学习 人工智能机器人程序开发 FORTRAN"
42225," 深度学习轻松学 核心算法与视觉实践 计算机视觉 机器学习算法书籍卷积神经网络核心Caffe源码实现架构 深度学习入门书"
42226," Kotlin程序开发入门精要 Kotlin实战 Kotlin教程书籍 Kotlin语言编程教程 程序设计 Kotlin"
42227," 信息检索导论 修订版 信息检索领域知名科学家扛鼎之作 机器学习和数值计算方法 搜索引擎核心技术图书 斯坦福大学教材书籍"
42228," Java核心技术卷II：高级特性 原书第10版 Java核心技术书籍Java从入门到精通书籍 Java教程书籍 计算机"
42229," Angular教程 Angular框架开发 Angular前端开发技术书籍 Web应用开发程序设计教材 从入门到实战"
42230," 2019人教版高中数学选修2-1A版教科书 高中学生教材数学选修2-课本1 高中学生数学选修2-1a课本 人民教育出版"
42231," 中文版Excel 2016高级VBA编程宝典+中文版Excel2016公式与函数应用宝典 全2册 excel数据处理和"
42232," 【套装3本】More Effective C++：35个改善编程与设计的有效方法（中文版）C++改善程序与设计的55个"
42233," 2019年人教版高中数学选修2-2课本A版教材课本高二理科人教版人民教育出版社高中数学选修2-2教材高中数学(A版)"
42234," HTML5与CSS3基础教程(第8版) 网页设计java*技术 Web开发网站建设 html5与css3指南书 htm"
42235," Erlang程序设计(第2版) erlang语言程序设计教材 erlang编程语言入门教程书籍 erlang语言教程书"
42236," 计算机文化原书*15版中文版 计算机科学丛书 计算机文化基础书 学计算机教材更新内容涵盖相关的技术趋势 机械工业"
42237," 高中语文选修中国现代诗歌散文欣赏/人教版高中语文选修教材课本普通高中课程标准实验教科书语文选修中国现代诗歌散文欣赏"
42238," Python程序设计 计算机科学系列丛书 程序设计 编程书 计算机 程序设计教材 python编程基础学习 Pytho"
42239," 实用机器学习 机器学习入门书籍与R语言实战 数据探索 数据预处理和常用机器学习算法模型 本科生研究生入门教材书籍"
42240," 嵌入式Linux应用开发*手册（附CD光盘1张）linux操作系统编程教程精粹书 linux技术操作详解linux系统"
42241," 量化金融R语言高级教程 R编程入门教程书 金融定量分析方法 R语言金融建模核心技术 构建定制化量化交易平台 R语言编程"
42242," Scratch+小学数学 共5册6-12-14周岁Scratch 3.0 少儿趣味编程入门到精通DK真好玩儿童教材图书"
42243," 【全2册】正版书籍 编程猫之创意编程启蒙+编程猫孩子们写的编程入门书青少年趣味编程丛书学生逻辑思维能力培养Scratc"
42244," 私域流量 冯平 刘焱飞 微信个人号私域流量运营书籍 私域流量方法论 角色定位用户获取互动激活销售转化风险规避维度系统流"
42245," 3本 跨境电商运营与管理 速卖通宝典+视觉呈现+SNS营销与商机 提升转化率和品牌调性 电商运营书籍 国际贸易网络营销"
42246," Bootstrap实战 第2版 Bootstrap实战从入门到精通 Bootstrap4.0 Bootstrap使用技"
42247," MySQL 8从入门到精通 视频教学版 mysql从入门到精通 高性能MySQL SQL优化数据库管理 mysql书籍"
42248," Excel 2019从入门到精通 移动学习版 Excel 2019基本操作输入编辑数据方法书 Excel公式与函数使用"
42249," c语言程序设计 C++从入门到精通软件视频书 Visual C++电脑编程入门自学 小甲鱼零基础程序设计教程书籍数据结"
42250," 新零售 电商+店商运营落地全攻略 新思维态度 大数据互联网AI区块链变革供应链 传统零售转型升级 人工智能消费场景企业"
42251," 深度强化学习原理与实践 Python强化学习实战 数学基础 算法框架 网络模型 构建完整的强化学习知识体系 机器学习方"
42252," 深入理解Apache Dubbo与实战 Dubbo常用Filter实现原理Dubbo服务治理平台的相关知识 基于Dub"
42253," 零基础学CorelDRAW 2018 全视频教学版 CorelDRAW平面设计实例教程 入门级实际运用实战手册 全面技"
42254," C++高级编程(第4版)+C++从入门到精通（第3版） 全2册 C语言入门书籍 自学c语言 C语言经典基础教程教材 数"
42255," ABB工业机器人实操与应用技巧 ABB工业机器人操作入门教程书籍 编程指令 编程技术 工业机器人使用与维修教程 工业机"
42256," 算法基础（第五版）计算机程序设计编程算法导论基础计算复杂性 算法教材自学算法设计分析教材算法基础"
42257," HTML5+CSS3+jQuery Mobile+Bootstrap开发APP从入门到精通 视频教学版 张工厂 Web"
42258," C#神经网络编程 机器学习框架 NET软件开发编程实践 卷积网络范式 激活函数反向传播 决策树随机森林算法 LSTM"
42259," 视界·无界2.0 写给UI设计师的设计书 全彩版 设计书籍 UI设计书 用户界面设计书 平面设计书 网页设计书 交互设"
42260," PHP 从入门到项目实践 超值版 聚慕课教育研发中心 软件开发魔典 程序设计 全方位地帮助读者快速掌握软件开发技能"
42261," 深度学习理论与实战 基础篇 李理 机器学习 人工智能机器深度学习基础 卷积循环神经网络 GAN生成对抗网络 深度学习框"
42262," 跨境电商数据化管理 速卖通宝典 电商运营 电子商务书籍 海外进出口贸易营销直通车推广教程 书籍"
42263," 零基础入门学习Python+零基础入门学习C语言+零基础编程入门学习Scratch 全3册 小甲鱼 pathon语言程"
42264," UNIX操作系统设计 unix操作系统设计教程书籍 网络编程教程分布式UNIX系统教程书 UNIX操作系统内核内部数据"
42265," 图解设计模式 程序员数学算法图解入门教程书籍+图解Java多线程设计模式 Java多线程编程入门教程书籍 全2册"
42266," Python+TensorFlow机器学习实战 将每一个知识点以简单应用的形式进行讲解 帮助读者在实际应用中反复使用t"
42267," 零基础入门学习思维导图 提升个人效能 温大阿钱 思维训练导图手册逻辑思维训练基础教程思维导图训练工具 思维导图应用技术"
42268," 机甲概念设计解析 azgcz(杨浩伟) 动漫游戏3D建模 ACG科幻机械设定 CG游戏原画参考机甲设定集 战争武器机甲"
42269," H5营销设计手册创意视觉实战 H5网站设计网页设计流程方法与技巧 移动营销 市场营销学用书 H5营销销售 广告创意设计"
42270," 精通Metasploit渗透测试 第3版 Metasploit实用渗透测试技术 移动设备SCADA数据库和VOIP的渗"
42271," 社群电商运营 用户获取 内容营销与持续变现 内容电商变现实战宝典 社交电商运营攻略 主流平台社群运营策略 营销运营图书"
42272," web安全攻防 渗透测试实战指南 +Web安全深度剖析+白帽子讲Web安全(纪念版)网络信息安全教材书籍 全3册"
42273," 啊哈C语言！逻辑的挑战（修订版）+漫画算法小灰的算法之旅 全2册 趣味启蒙c语言程序设计 c语言入门经典书籍 程序员面"
42274," Linux内核深度解析 Linux内核设计与实现 结合代码分析以通俗化语言全面剖析Linux内核"
42275," SPSS统计分析大全+SPSS统计分析从入门到精通第四版 全2册 SPSS数据分析基础教程书籍 统计分析工具 spss"
42276," java书籍Java从入门到项目实战2019java语言程序设计软件开发教程电脑计算机编程零基础java从入门到精通j"
42277," 2019年人教版高中数学选修2-2课本A版教材课本高二理科人教版人民教育出版社高中数学选修2-2教材高中数学(A版)"
42278," KVM实战 原理、进阶与性能调优 云计算与虚拟化技术书 KVM的原理和基础架构技术指南书图书籍 KVM主流管理学习手册"
42279," Photoshop CC After Effects CC Premiere Pro CC从入门到精通ps书 ae教程"
42280," java8入门与实践java核心技术编程思想从入门到精通语言程序设计软件开发基础核心项目实战零基础计算机电脑编程入门自"
42281," Excel仪表盘实战+Excel数据处理与分析实战宝典第2版 2册 Excel数据处理 Excel设计仪表盘可视化分析"
42282," 【套装6本】Python机器学习入门 Python神经网络编程方法 scikit-learn机器学习实战 Tensor"
42283," 2019人教版高中数学选修2-1A版教科书 高中学生教材数学选修2-课本1 高中学生数学选修2-1a课本 人民教育出版"
