book_id,book_name
38220," 二级 Visual Basic 语言程序设计：新大纲（附光盘一张）——全国计算机等极考试考题解析与达标训练"
38221," 二级C语言程序设计：新大纲（附CD-ROM光盘一张）——全国计算机等极考试专题解析与达标训练"
38222," 计算机程序设计员：国家职业资格四级（含CD-ROM光盘一张）——国家职业技能鉴定操作技能强化训练（学生取证专用）"
38223," 三级数据库技术：新大纲（——全国计算机等级考试考题解析与达标训练）（附CD-ROM光盘一张）"
38224," 全国计算机等级考试三级：数据库技术典型题汇与解析（附CD-ROM光盘一张）——新大纲全国计算机考试丛书"
38225," 全国计算机等级考试一级模拟题精选与详解（DOS版）/万水计算机培训教材系列"
38226," 计算机操作员职业资格考试指南（高级）——国家劳动和社会保障部认定教材（附CD-ROM光盘一张）"
38227," 计算机操作员职业资格考试指南（初级）——国家劳动和社会保障部认定教材（附CD-ROM光盘一张）"
38228," 计算机操作员职业资格培训教程（中级）——国家劳动和社会保障部认定教材（附CD—ROM两张）"
38229," 全国计算机等级考试考题解析与达标训练——三级信息管理技术（新大纲）（附光盘）"
38230," 全国计算机等级考试三级辅导（数据库技术）——全国计算机等级考试"
38231," 基础知识和ACCESS数据库程序设计（二级辅导）/全国计算机等级考试系列"
38232," Visual C#·NET试题汇编（程序员级）"
38233," 基础知识和JVAV语言程序设计（二级模拟题解）——全国计算机等级考试系列丛书"
38234," CCNP自学指南：组建可扩展的Cisco互连网络（BSCI）（第二版）"
38235," 办公软件应用及计算机基础——全国计算机信息高新技术考试辅导丛书"
38236," 全国计算机等级考试指定教材辅导二级教程——C语言程序设计应试指导及模拟试题集"
38237," CCIE实验指南：Security（英文版）（附CD-ROM光盘一张）——Cisco职业认证培训系列"
38238," 全国计算机等级考试指定教材辅导二级教程——Java语言程序设计应试指导及模拟试题集"
38239," 全国计算机等级考试指定教材辅导三级教程：网络技术应试指导及模拟试题集"
38240," 全国计算机等级考试指定教材辅导二级教程——C++语言程序设计应试指导及模拟试题集"
38241," 全国计算机等级考试指定教材辅导三级教程——信息管理技术应试指导及模拟试题集"
38242," 三级PC技术：新大纲（附光盘一张）——全国计算机等级考试考题解析与达标训练"
38243," 一级MS Office：新大纲（附光盘）——全国计算机等级考试考题解析与达标训练"
38244," 三级网络技术：新大纲（附光盘一张）——全国计算机等级考试考题解析与达标训练"
38245," Windows 2000试题汇编（高级网络管理员）"
38246," 基础知识和JAVA语言程序设计（二级辅导）——全国计算机等级考试"
38247," Visual C#·NET试题解答（程序员级）"
38248," CCNP自学指南：组建Cisco多层交换网络（BCMSN）（第二版）"
38249," 思科网络技术学院教程IT基础II：网络操作系统（含光盘一张）"
38250," 全国计算机等级考试指定教材辅导三级教程——PC技术应试指导及模拟试题集"
38251," 全国计算机等级考试指定教材辅导三级教程——数据库技术应试指导及模拟试题集"
38252," 全国计算机等级考试指定教材辅导二级教程——Access数据库程序设计应试指导及模拟试题集"
38253," 全国计算机等级考试指定教材辅导二级教程——Visual Basic语言程序设计应试指导及模拟试题集"
38254," 全国计算机等级考试指定教材辅导一级教程——WPS Office应试指导及模拟试题集"
38255," 全国计算机等级考试指定教材辅导：二级Visual Basic语言程序设计上机指导·应指导·模拟试题（附CD-ROM光盘"
38256," 全国计算机等级考试指定教材辅导二级教程——Visual FoxPro程序设计应试指导及模拟试题集"
38257," 计算机等级考试练习题与模拟试题"
38258," Java国际认证（SCJP）典型试题1000例"
38259," BASIC语言考试参考书"
38260," 全国计算机等级考试辅导教程与同步试题训练(3级PC技术新大纲)"
38261," 二级C语言程序设计考点与题解"
38262," OHSMS认证与安全评价"
38263," CCNP实战指南：远程接入"
38264," CCNP CIT认证考试(642-831)指南（第二版）（附光盘一张）"
38265," 程序员考试同步辅导（程序设计篇）重点难点突破——全国计算机技术与软件专业技术资格（水平）考试同步辅导丛书"
38266," 全国计算机等级考试一级教程——MS Office"
38267," CCIE实验指南（第一卷）（英文版）Cisco职业认证培训系列"
38268," 高级计算机程序设计员"
38269," 三级数据库技术（附CD-ROM光盘一张）/全国计算机等级考试专家讲评"
38270," AutoCAD一级认证考试培训教程"
38271," CCDA认证考试（640-861）指南（第二版）（附CD-ROM光盘一张）"
38272," 程序员考试试题分类精解(新大纲)——全国计算机技术与软件专业技术资格（水平）考试讲义系列"
38273," 软件设计师考试试题分类精解(新大纲)——全国计算机技术与软件专业技术资格（水平）考试讲义系列"
38274," CCNA基础教程(第二版)"
38275," 全国计算机等级考试一级B教程（2004年版）"
38276," 二级Visual Basic语言程序设计(附光盘6套笔试+6套上机+最新真题)/二级教程全真标准预"
38277," 程序员考试同步辅导（计算机软硬件基础知识篇）——全国计算机民软件专业技术资格（水平）考试同步辅导丛书"
38278," CCSP SECUR认证考试指南（附CD-ROM光盘一张）"
38279," 思科网络技术图解(彩印)"
38280," 全国计算机等级考试考前30天冲刺模拟试卷集(三级信息管理技术)"
38281," 网络工程师分册（2004年新大纲）——全国计算机技术与软件专业技术资格（水平）考试全程领跑"
38282," 软件设计分册（2004年新大纲）——全国计算机技术与软件专业技术资格（水平）考试全程领跑"
38283," 一级注册建造师资格考试模拟试题60天冲刺"
38284," 微软 NET认证MCAD70-306实战百题详解"
38285," CCDA认证考试(640-861)指南(第二版)(1CD)"
38286," 三级模拟题解：数据库技术——全国计算机等级考试"
38287," 思科网络技术学院教程 IT基础Ⅰ：PC硬件和软件(1CD)"
38288," Visual Basic真题分析与实战训练(2级)——全国计算机等级考试快速通关"
38289," 2004年上半年试题分析与解答——全国计算机技术与软件专业技术资格（水平）考试指定用书"
38290," 一级模拟题解（WPS）——全国计算机等级考试"
38291," SMT组装系统——SMT教材系列"
38292," 一级B应试捷径（附CD-ROM光盘一张）——等级考试应试捷径"
38293," 三级网络技术（附光盘）"
38294," 二级Visual Foxpro数据库程序设计应试捷径：考试环境·模拟试卷·近年考卷·参考答案（含CD-ROM光盘一张）"
38295," 三级PC技术应试捷径：考试环境·模拟试卷·近年考卷·参考答案（附光盘）"
38296," 三级信息管理技术应试捷径(附CD-ROM一张)——等级考试 应试捷径"
38297," 三级PC技术(附光盘三合一精典版本新大纲双色版)/三级教程上机指导应试指导模拟试题"
38298," 全国计算机等级考试三级网络技术：三合一精典版本——全国计算机等级考试指定教材辅导（附光盘一张）"
38299," 软件设计师考试辅导/全国计算机技术与软件专业技术资格考试辅导用书"
38300," 全国计算机等级考试指定教材辅导：二级C语言程序设计上机指导·应试指导·模拟试题（附CD-ROM光盘一张）"
38301," 全国计算机等级考试三级信息管理技术：三合一精典版本——全国计算机等级考试指定教材辅导（附光盘一张）"
38302," 计算机操作员培训考试教程（操作员级）中文版FrontPage2002网页制作——全国计算机职业资格认证培训教材"
38303," 计算机应用水平考试全真试题"
38304," 全国计算机等级考试三级教程(PC技术)"
38305," 【年末清仓】一级MS Office 教程"
38306," 全国计算机等级考试二级C语言考试辅导与试题集"
