book_id,book_name
11220," R语言核心技术手册（第2版）"
11221," 深入PostCSS Web设计"
11222," Wireshark网络分析实战 第2版"
11223," Python程序设计实用教程"
11224," PHP网络编程技术与实例（附光盘一张）"
11225," Akka入门与实践"
11226," 精通PHP+MySQL应用开发（附光盘）"
11227," EJB企业级应用开发"
11228," 啊哈 算法 算法导论学习指南 ACM和信息学竞赛备考宝典 玩转算法和数据结构的超萌书 算法入门"
11229," 嵌入式系统：硬件、软件及软硬件协同（原书第2版）"
11230," NCL语言与POEM优化计算平台简明教程"
11231," 程序设计基础实验指导与习题 计算机系列规划教材普通高等教育十二五规划教材"
11232," 32位汇编语言程序设计 第2版"
11233," 金融时间序列预测：基于R语言的应用实践"
11234," 程序员修炼之道——从小工到专家"
11235," 从零开始学Swift"
11236," 可视化程序设计基础教程(21世纪应用型本科通用教材)"
11237," Visual Studio 2010高级编程"
11238," Vert.x应用开发实例教程"
11239," 详解MATLAB在最优化计算中的应用（配视频教程）(含DVD光盘1张)"
11240," 环境设计认知与考察"
11241," 敏捷开发一千零一夜（国内首部以真实敏捷实施案例为主线的案例集）（预计出版社发货时间：2013年8月7日）"
11242," VIP-高级编程丛书：代码阅读"
11243," GWT入门与经典实例解析"
11244," UML与Rose软件建模案例教程"
11245," ACM程序设计(第2版)"
11246," SCRATCH创意编程"
11247," 多媒体程序设计（VB版）"
11248," 架构解密：从分布式到微服务"
11249," 进军硅谷 程序员面试揭秘 (技术移民参考手册)"
11250," 基于UML可视化设计实验教程"
11251," Delphi 7应用案例开发篇(配光盘)"
11252," 决胜安全 ——构筑工业互联网平台之盾 王建伟 9787121368547睿智启图书"
11253," 单片机应用及C51程序设计（第2版）"
11254," Unreal Engine 4特效设计必修课"
11255," 服务器配置与管理（Windows）（第2版）"
11256," 两周自制脚本语言"
11257," 应用程序开发基础（普通高等教育农业部“十二五”规划教材 都市型现代农业特色规划系列教材中华农业科教基金教材建设研究项目"
11258," Unity3D 游戏特效设计实战教程+游戏特效设计实战教程+游戏特效制作典型实例 套装共3册"
11259," Clojure编程乐趣（第2版）"
11260," 逆向工程权威指南"
11261," Spring学习指南 第3版 [印度] J. 夏尔马(J. Sharma )阿西施·萨林(Ashish Sa 人民邮电"
11262," 工业机器人工程应用虚拟仿真教程：MotoSim EG-VRC"
11263," VMware Virtual SAN权威指南（原书第2版）"
11264," S7200 PLC编程及应用"
11265," 用户界面设计——有效的人机交互策略(第五版)(英文版) (美)施奈德曼,(美)普莱萨特 电子工业出版社 9787121"
11266," 数控技术及加工编程"
11267," 电脑世界的通关密语：电脑编程基础"
11268," 高效前端：Web高效编程与优化实践"
11269," 汇编语言程序设计（第3版）"
11270," App Inventor少儿趣味编程动手做"
11271," 和小猫一起学编程——超好玩的Scratch 2.0"
11272," H5创意与广告设计"
