book_id,book_name
30220," revit教程书籍 Revit2018中文版完全自学一本通 Revit 2018完全自学教程教材入门零基础建筑工程结构"
30221," 平面设计就这么简单（第2版）平面设计教程入门书籍自学零基础 创意设计 色彩搭配书籍 配色技巧书籍 版式设计原理 网页设"
30222," C和C++程序员面试秘笈 C和C++程序员面试技巧 程序员面试宝典 解析C C++面试题 人在职场 求职面试 程序员面"
30223," 正版 学PLC技术超简单 蔡杏山 plc编程从入门到精通书籍 plc编程与应用基础教程 电子电路原理技术 西门子PLC"
30224," 新编电脑办公（Windows 10 + Office 2016版）从入门到精通 win10操作系统自学教程书籍 wor"
30225," solidworks教程书籍 SolidWorks 2014中文版从入门到精通 solidworks机械设计快速入门零"
30226," Node js开发实战 node js基础知识书籍 Node js新特性 Node js教程 node js基础入门书"
30227," 正版Fluent 17.0流体仿真从入门到精通fluent17.0软件视频教程书籍 Fluent仿真计算流体基础理论方"
30228," cad教程书籍 中文版AutoCAD 2016**实战技术手册 软件教程书教材自学书籍autocad入门到精通教材 机"
30229," 父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程 Python语言基础入门书籍"
30230," ASP.NET从入门到精通（第4版）（附光盘1张）计算机书籍 asp.net项目开发教材书籍 ASP.NET网站开发项"
30231," Hive编程指南 数据库管理书 Hadoop数据仓库工具教程 SQL数据库查询书 hive数据存储管理开发设计教材 h"
30232," 【Java9全彩升级版】零基础学java书籍教程java语言程序设计编程入门java零基础入门java编程思想 Jav"
30233," JavaWeb项目开发实战入门全彩版java web技术编程软件开发Java Web基础java*web计算机书籍Ja"
30234," 名师讲坛:JavaWeb开发实战经典基础篇(JSP、Servlet、Struts、Ajax) JavaWeb开发实战知"
30235," 程序员入门 全9册 java+C语言+Python+C#+C++从入门到精通 编程思想从入门到实践 程序设计基础教程"
30236," 】3ds Max动画制作实例教程 3dmax ps教程 零基础室内设计视频教程 效果图从入门到精通教材书籍 3D动画后"
30237," 正版 html5+css3+java*从入门到精通 web前端设计开发书籍 HTML CSS JavaScript网页"
30238," sql server基础教程 SQL Server从入门到精通 高性能mysql8优化数据库技术开发原理书籍 2016"
30239," JavaScript指南(第6版) JavaScript犀牛书 html5+css3高级语言程序设计核心技术 程序员j"
30240," ps教程书籍 Adobe Photoshop CC 2018经典教程 ps软件从入门到精通 PS书籍零基础自学平面设计"
30241," 正版 编译原理 原书第2版 编译器设计教材书 计算机程序设计编程书籍 编程领域经典教材入门书籍 网络 软件工程 开发项"
30242," 中文版Rhino 5.0完全自学教程 第3版 视频教学rhino犀牛教程书 rhino5.0建模软件教程从入门到精通书"
30243," 正版 HTML5从入门到精通 计算机书籍 编程入门 软件视频大讲堂 第2版 html5 css3 java*模板源码教"
30244," About Face 4 交互设计精髓 移动触屏平台交互设计 创意设计教程宝典 用户体验设计书 About Face"
30245," C++游戏编程入门（第4版）游戏示例项目开发教程 C++游戏设计案例教程 游戏编程教程 游戏编程入门书籍 C++程序设"
30246," 【赠素材+源文件】3ds Max 2018从入门到精通 3dsmax教程书效果图贴图渲染技术灯光与建模速查手册 室内设"
30247," SQL基础教程 第2版 sql语言数据库基础教程书籍 sql从入门到精通书 SQL数据库技术书籍 SQL进阶教程 计算"
30248," 正版 Python 3.7从零开始学 笨方法学python编程快速上手从入门到精通 语言程序设计基础教程书籍 零基础学"
30249," matlab教程书籍MATLAB2018从入门到精通（实战案例版）matlab数学建模中的应用matlab神经网络图像"
30250," 编程之美 微软技术面试心得+剑指Offer 名企面试官精讲典型编程题 全2册 程序员面试指导编程书籍 微软java技术"
30251," Java程序员面试笔试宝典 +剑指Offer 全2册 新增大量面试题 程序员面试宝典 offer企业面试题大全 编程面"
30252," 中文版Pro/E Wildfire5.0完全实战技术手册 proe5.0视频教程书籍 pro/e5.0从入门到精通 模"
30253," TensorFlow实战+TensorFlow：实战Google深度学习框架（第2版）全2册TensorFlow从入门"
30254," Java面向对象编程 (第2版) 孙卫琴 Java从入门到精通 java语言程序设计核心编程思想教程教材java*计算"
30255," Visual C++从入门到精通 第4版 vc语言程序设计艺术 计算机软件电脑编程入门零基础自学教程 经典教材程序员入"
30256," php从入门到精通 第4版 php电脑编程入门 零基础自学书籍 语言程序设计网站视频教程教材 PHP项目实战教程计算机"
30257," AutoCAD 2014中文版家具设计从入门到精通附光盘 cad2014家具设计教程 autocad2014家具设计自"
30258," Selenium2自动化测试实战:基于Python语言 虫师 本书适合软件功能测试人员、软件自动化测试人员以及Web开"
30259," Effective C++中文版+More Effective C++ 全2册 计算机开发 Effective C++"
30260," 正版 编程之美 微软技术面试心得 程序员面试剑指offer 程序员面试指导书籍 微软技术java人员杰作 编程入门 计"
30261," 正版 Java EE互联网轻量级框架整合开发 SSM框架（Spring MVC+Spring+MyBatis）和Red"
30262," 黑客攻防从入门到精通 计算机网络安全基础技术 黑客网络工程系统技术书籍 电脑编程入门书籍 黑客服务器工具软件教程白客攻"
30263," photoshop教程书CC从入门到精通美工完*全自学教材pscs6教材新手从入门到精通平面设计书带视频零基础pscc"
30264," Java Web从入门到精通 第2版 javaweb前端开发书籍 语言程序设计软件开发 Java核心技术电脑编程入门零"
