book_id,book_name
55220," 深度学习、优化与识别 +机器学习 周志华 神经网络系统学术专著 直击互联网+AI 焦李成、赵进、杨淑媛、刘芳"
55221," Bootstrap实战从入门到精通 Bootstrap入门Bootstrap框架JavaScriptHTML5移动开发"
55222," 工业机器人技术应用 上海交通大学出版社"
55223," 数据结构与算法分析新视角 周幸妮 9787121280849 电子工业出版社"
55224," Neo4j权威指南 张帜、庞国明、胡佳辉、苏亮、赵炳、陈振宇、李敏、高 9787302477761"
55225," 量化交易学习指南 基于R语言 [印度]帕勒姆·吉特(Param Jeet) 普拉桑特·瓦次(Pras 97871154"
55226," C 现代编程 正版 花井志生 9787115417756"
55227," 有限元分析——ANSYS理论与应用(第四版) (美)莫维尼,李继荣 9787121264214"
55228," 持续集成与持续部署实践+持续交付2.0 业务引领的DevOps精要+持续交付：发布可靠软件的系统方法"
55229," 目标图像的识别与跟踪 吴青娥,张焕龙,姜利英 科学出版社"
55230," Java性能调优指南 (美)Charlie Hunt(查理.亨特),李源 季虎 电子工业出版社"
55231," C++反汇编与逆向分析技术揭秘 钱林松赵海旭 机械工业出版社"
55232," 【全3册】爸爸的编程游戏scratch少儿游戏趣味编程 儿童编程入门Scratch 3.0编程真好玩 儿童创客教育计算"
55233," 全端Web开发:使用JavaScript与Java:apps with java* and java（货号：A7) ["
55234," 正版现货 中文版Photoshop CC服装设计 T恤设计 外套设计 裙装设计 裤子设计 童装设计 礼服设计服装设计P"
55235," AutoCAD 2016中文版园林景观设计教程 园林景观制图辅助设计 工程图纸 计算机辅助设计3D建筑机械二三维室内设"
55236," 包邮 计算机图形学原理及实践（原书第3版）(基础篇）|8054338"
55237," 码上学会 老虎工作室 姜勇 9787115467737"
55238," PVCBOT零基础机器人制作 第3版 +Lightroomwan全自学一本通 彩印 PVCBOT零基础机器人制作入门书"
55239," 3ds Max/VRay/Photoshop印象室内效果图 建模构图材质灯光渲染后期制作技法 3dmax教材 3D M"
55240," 基因表达式编程算法原理与应用 正版 元昌安 9787030286987"
55241," 商务俄语口语（货号：A3) 9787568602259 北京大学出版社，黑龙江大学出版社 孟令霞,孙淑芳,姜占民"
55242," Java微服务实战 赵计刚 9787121328404"
55243," 算法竞赛宝典 部：语言及算法入门 张新华 302409519"
55244," jQuery权威指南 陶国荣 机械工业出版社 9787111325437"
55245," OpenCV算法精解:基于Python与C++ 张平著 9787121324956"
55246," 【正版、现货】UG NX 10.0中文实例基础教程 9787568020466"
55247," 从零起步学编程Python篇（全4册） 9787115513106"
55248," ARDUINO项目开发:智能生活 李永华、彭木根 著"
55249," 计算机考研专业课:数据结构一本通(考点详解+习题全解) 李红 刘财政 主编 著"
55250," 【新书店正版】产品设计师必读卓文华讯,王坤,陶宏宇电子工业出版社9787121092800"
55251," 计算机网络（第2版）——原理与实验"
55252," 大学计算机基础"
55253," 视频拍摄与剪辑一本通 麓山文化 机械工业出版社"
55254," R语言数据分析与挖掘实战 R语言实战指南 R语言编程入门教程 R语言数据挖掘 大数据分析技术 程序设计 计算机教材"
55255," 游戏UI设计 修炼之道 师维 游戏UI设计入门教程 手机游戏UI界面设计 APP交互设计网页图标 游戏体验设计 移动游"
55256," 正版 展示陈列设计手册 写给设计师的书 创意设计师入门教程艺术设计教材"
55257," CAE分析大系 ANSYS Workbench结构分析与实例详解 ANSYS18.2软件操作视频教程书籍入门到精通有限"
55258," NoSQL数据库入门与实践 基于MongoDB、Redis 大数据处理核心技术入门与实践读本 数据分析实战指南 电商大"
