book_id,book_name
31220," 文案基本功：9大文案创作技巧 新媒体 自媒体营销文案写作教程 文案写作技巧书 活动营销广告策划文案 文案写作实用指南书"
31221," AutoCAD 2016中文版机械设计自学视频教程 配光盘 软件教程书教材自学书籍autocad入门教材书 机械CAD"
31222," Linux从入门到精通（微课视频版）中国水利水电出版社 初学计算机网络Linux操作系统教程书籍 Linux命令行与s"
31223," 套装共3册 Adobe Photoshop+After Effects+Premiere Pro CC 2018经典教"
31224," UG NX 10.0 机械设计大赛综合实战演练 UG视频教程 UG NX 10.0 机械设计大赛基础入门实战知识教程"
31225," Python从入门到项目实践 计算机程序设计书籍 Python编程从入门项目实践 pathon核心技术网络爬虫书 Py"
31226," 零基础学c语言+c语言精彩编程200例+c语言项目开发实战入门 明日科技著 C语言编程入门 C语言基础到精通 C语言程"
31227," 嵌入式C语言实战教程 信盈达技术创新系列图书 李令伟/周中孝/黄文涛/王苑增 编程语言 程序设计教材书 电子工业出版社"
31228," After Effects CC高手成长之路（配光盘） AE软件视频教程CC图像编辑从入门到精通清华大学出版社 ae从"
31229," Visual Basic.NET经典游戏开发 清华大学出版社 vb.net游戏编程教程书籍 vb.net游戏开发 程序"
31230," 图形创意设计与实战 艺术设计与实践 创意联想色彩知识构图色彩平面设计书籍 图形创意设计的原理 图形与文字的编排 图形大"
31231," UG NX10学习手册(附光盘) UG NX 10入门 ug10.0视频教程 ug nx10.0从入门到精通清华大学"
31232," 电脑入门基础教程 电脑操作系统视频教程 计算机使用自学教程 电脑基础入门操作 电脑操作基本知识 电脑操作技巧书籍"
31233," php从入门到精通 第4版+php项目开发实战入门套装php视频教程明日科技著 php源码代写程序编程php实战项目"
31234," 中文版AutoCAD 2018电气设计从入门到精通实战案例版 autocad2018软件视频教程 电气CAD 电气制图"
31235," 学电脑实战从入门到精通 学电脑零基础入门级讲解教程书籍 电脑办公方法技巧书 电脑操作实战技能图书籍计算机基础知识应用书"
31236," AutoCAD 2018机械设计从入门到精通 cad书 cad室内设计教程 cad软件autocad制图软件安装 ca"
31237," Visual Basic精彩编程200例 明日科技vb从入门到精通VB编程教程basic语言visual basic教"
31238," Java语言GUI程序设计 程序设计语言基础自学教程 语言编程基础设计书籍 Java语言程序设计和GUI图形用户界面设"
31239," Java Web项目开发实战入门(全彩版) 编程实战宝典 java语言编程思想 java计算机自学书籍案例精辟 jav"
31240," CAXA电子图板2018工程制图自学手册 零基础学CAXA 电子图板软件操作基础知识 电气绘图工程制图 CAD教程书籍"
31241," Revit 2018中文版建筑设计入门与提高（CAD/CAM/CAE入门与提高系列丛书） revit2018视频教程"
31242," 2018中文版 SolidWorks高级应用教程 SolidWorks2018视频教程书籍高级草图设计零件曲面装配工程"
31243," 零基础学python 零基础学 HTML5+CSS3 零基础学零基础学js sql即查即用 吉林大学出版社 计算机编程"
31244," 【全彩版+小白手册】零基础学Java 明日科技java从入门到精通计算机语言编程语言自学书籍java编程思想入门书程序"
31245," Adobe After Effects CC 2018经典教程 彩色版 ae视频教程书 自学入门 pr视频影视后期制作"
31246," C#精彩编程200例 全彩版 明日科技 c#从入门到精通教程视频计算机编程语言 C语言程序设计 扫码看视频微课版 c#"
31247," 网络管理员考试同步辅导(下午科目)(第3版) 清华大学出版社 软考初级书籍 网络管理员教程参考书籍 网络管理员考试参考"
31248," Java精彩编程200例 明日科技 程序员软件开发书库 新手入门 快学快用 java编程思想 java语言程序设计 基"
31249," cad教程书籍 autocad制图教程零基础绘图室内建筑自学2019/2018/2016/2014/2010/2007"
31250," Photoshop平面设计从新手到高手（从新手到高手）ps cc2017软件安装操作视频教程 零基础学习Photosh"
31251," Access 数据库基础及应用 第2版学以致用系列 数据库基础知识 创建表自学教程书籍办公教材书籍清华大学出版社 计算"
31252," Android从入门到精通（第2版）软件开发零基础自学用书 高等院校教学参考书计算机/网络清华大学出版 android"
31253," 零基础学C语言+零基础学Python+零基础学Java 全套3本 计算机自学零基础学c语言从入到精通 Python程序"
31254," 零基础学PHP 明日科技 编著 php从入门到精通php视频教程php网站开发设计 php教程php网站源码 php书"
31255," G Word Excel PPT应用与技巧大全 计算机办公自动化操作指南书籍 office视频自学教程书籍 2018零"
31256," PHP+MySQL动态网站开发案例课堂（第2版）程序设计书 PHP网站技巧书PHP+MySQL动态网站基础入门基础书籍"
31257," 小天才学Python 刘思成 清华大学出版社 中小学生儿童少儿学python编程 零基础学python教程 入门书籍"
31258," ps教程书籍 Adobe Photoshop CC 2018经典教程 ps软件从入门到精通 ps cc美工自学教程教材"
