book_id,book_name
58220," 解析深度学习：卷积神经网络原理与视觉实践"
58221," TensorFlow深度学习算法原理与编程实战 人工智能机器学习技术丛书"
58222," 机器人感知：因子图在SLAM中的应用"
58223," 群智能优化及其在物流中的应用 华中科技大学出版社"
58224," 传感器原理及应用技术"
58225," TensorFlow实战"
58226," scikit-learn机器学习：常用算法原理及编程实战"
58227," 计算智能"
58228," 大数据与人工智能导论"
58229," 神经网络与深度学习"
58230," MATLAB智能算法30个案例分析（2版）"
58231," 极简人工智能：你一定爱读的AI通识书"
58232," 玩中学——乐高机器人入门（上册）"
58233," 机器人控制系统的设计与MATLAB仿真：先进设计方法"
58234," 裂变：秒懂人工智能的基础课"
58235," 机器学习导论(原书第3版)"
58236," 智慧的疆界：从图灵机到人工智能"
58237," 大数据分析师权威教程 大数据分析与预测建模"
58238," 人工智能浪潮 科技改变生活的100个前沿AI应用"
58239," 深度学习之图像识别：核心技术与案例实战"
58240," 机器人学基础 第2版"
58241," 深度强化学习原理与实践"
58242," 文本上的算法 深入浅出自然语言处理"
58243," 机器人建模和控制"
58244," 导航机器人传感器融合、异常诊断及任务规划方法"
58245," RBF神经网络自适应控制及MATLAB仿真（第2版）"
58246," 人工智能复杂问题求解的结构和策略（原书第6版）"
58247," 奇点来临"
58248," 走近2050 注意力 互联网与人工智能"
58249," 机器人学、机器视觉与控制——MATLAB算法基础"
58250," OpenCV+TensorFlow深度学习与计算机视觉实战"
58251," 自己动手写神经网络"
58252," 传播的进化：人工智能将如何重塑人类的交流"
58253," 精通QTP——自动化测试技术领航(人人都可以读懂的软件测试书)"
58254," 人机交互中人体工效模型的建立及其应用的研究"
58255," MATLAB神经网络43个案例分析"
58256," Python Web自动化测试设计与实现"
58257," 区块链+大数据：突破瓶颈，开启智能新时代"
58258," 神经网络与深度学习"
58259," 机器学习——Python实践"
58260," 科技少年创新丛书·十五道题，轻松学会乐高（LEGO）机器人EV3编程"
58261," 大数据与人工智能导论"
58262," 计算智能"
58263," AI改变设计——人工智能时代的设计师生存手册"
58264," 终极算法：机器学习和人工智能如何重塑世界"
58265," MATLAB智能算法30个案例分析（2版）"
58266," 自适应学习--人工智能时代的教育革命"
58267," 机器人是人吗？"
